user,date,text,latitude,longitude
kupukuindonesia,Tue Aug 13 12:54:29 +0000 2019,"⠀
topik kedua  kalian sebagai guru/orang tua  apa lebih fokus kepada kekuatan/kelemahan anak?
⠀
#followback #f4f… https://t.co/DD44tc3oOJ",-6.1803,106.8233
ViviMargaretha,Tue Aug 13 12:42:27 +0000 2019,Sekarang Restaurant Masakan Rebus-Rebusan atau dikenal dengan Shabu-Shabu &amp; Bakar-Bakaran semakin menjamur di Jabod… https://t.co/NotscjS0V7,-6.1803,106.8233
viratan,Tue Aug 13 12:42:12 +0000 2019,"Open Adopt!!!
.
Beberapa ekor minipom
.
Ada jantan ada betina
.
.
Syarat utama: 
1. Dog lovers only
Untuk dipelihar… https://t.co/gJqE6rFJAY",-6.1803,106.8233
resqi_faisalvar,Tue Aug 13 12:38:52 +0000 2019,Baru saja mengirim foto @ Jakarta  Indonesia https://t.co/01QlO7YoNK,-6.1803,106.8233
E_MOTION_ENT,Tue Aug 13 12:36:39 +0000 2019,Titi DJ kembali hadir di The Voice Indonesia untuk menjadi juara bersama #TeamTiTi di musim ini. Akan banyak sekali… https://t.co/DOw0fV21r6,-6.1803,106.8233
potazz_08,Tue Aug 13 12:30:42 +0000 2019,"Tertawalah bersama dengan teman  karena bahagia tidak selalu prihal pacar.

.
.
.
.
.
#bahagia #teman 
#sahabat… https://t.co/JT4ZmUqaUt",-6.1803,106.8233
fransfebrianto,Tue Aug 13 12:30:24 +0000 2019,Selama satu bulan lebih di Jakarta buat magang  gw tiap pulang kantor hampir selalu naik #Transjakarta ini. Kebetul… https://t.co/Rmmb3WUaAO,-6.1803,106.8233
iankaselaradja,Tue Aug 13 12:23:03 +0000 2019,Ini tanah airku  yg juga tidak lain adalah tanah airmu . . Kita jaga &amp; pelihara bersama negri ini dg saling berpega… https://t.co/fxVxVFfCiT,-6.1803,106.8233
firmankurniawan,Tue Aug 13 12:22:52 +0000 2019,Hari ini Muhammad Fuad Rizqi Ramadhan kudaliar_ telah menempuh ujian skripsinya dan menggelar pentas sebagai tugas… https://t.co/5cL9bRAGfC,-6.18841395,106.84041241
Harisfadillah06,Tue Aug 13 12:18:17 +0000 2019,Senorita - Via Vallen 🤠 #cover @ Jakarta  Indonesia https://t.co/6aoAeZl9RF,-6.1803,106.8233
Dijans,Tue Aug 13 12:16:53 +0000 2019,"It’s okay to be unknown...
#dijanspic 
#dijourney 
#riv
#sahauing @ Jakarta  Indonesia https://t.co/dCqKIaMVC9",-6.1803,106.8233
ErnestMario,Tue Aug 13 12:15:59 +0000 2019,"Waiting for a green light.
•
•
•
#explorejakarta #welovejakarta #enjoyjakarta #jakartatourism #jakarta… https://t.co/G0c948y8Bg",-6.1803,106.8233
DianaSeptianiM,Tue Aug 13 12:03:11 +0000 2019,"Bucin vibe(2)🌈
•
•
•
•
•
#bt21cooky 
#btsarmy 
#bts @ Jakarta  Indonesia https://t.co/GwUI0VQrHO",-6.1803,106.8233
PendakiCupu,Tue Aug 13 12:00:24 +0000 2019,"Hallo guys  GIVEAWAY!! GIVEAWAY!!! GIVEAWAY!!! Kembali lagiii!!!  
Yuk buat kalian yang ingin mendapatkan sepatu gu… https://t.co/qJKrQh64nV",-6.1803,106.823
ichalmajid,Tue Aug 13 11:50:11 +0000 2019,"Layaknya kereta api  hidup tinggal jalan krena smua sudah ad yg mngendalikan  jangan cemas.
 
Loc : Stasiun Gambir… https://t.co/ZZwqpYphj2",-6.17691873,106.83074911
tofasetiyawan,Tue Aug 13 11:44:51 +0000 2019,"13-08-2019
Evening Universe???
Berhalu halu ria dulu yess😍😆
Andaikan Ketiga Penyanyi Diatas Mengikuti Ajang Puteri… https://t.co/hhmCEzQLyR",-6.1803,106.8233
bagusnasution_,Tue Aug 13 11:31:37 +0000 2019,Hari ini tepat 40 hari lelaki yang sangat ku sayangi kembali padamu Ya Allah  hanya satu pintaku dan doa ku Ya Alla… https://t.co/wAD78GKbOl,-6.1803,106.8233
aisbatavia,Tue Aug 13 11:31:16 +0000 2019,"#NgajiAfterOffice
.
KAJIAN TASAWUF
Akhlak Ruhani
.
Selasa  13 Agustus 2019/ 12 Dzulhijjah 1440 H
Mulai 20.00 WIB
.… https://t.co/YaIiEAUJbV",-6.1803,106.8233
ChandraDbk,Tue Aug 13 11:29:55 +0000 2019,It’s confirmed! 28 September adalah tanggal diadakannya #HighOctaneFest2019 Sebuah festival musik yang dibuat dan d… https://t.co/IaH7rnq4kS,-6.1803,106.8233
aisbatavia,Tue Aug 13 11:25:26 +0000 2019,"Innallillahi wainnailahi rojiun.

Telah berpulang ke rahmatullah KH. MUHLAS DIMYATHI  pengasuh pondok pesantren Ged… https://t.co/66TwFUTaPp",-6.1803,106.8233
d_andi,Tue Aug 13 11:16:38 +0000 2019,Yak  dimulai.. tinggalkan gadget sejenak. Projek ke-2 yang tertunda  mari merakit dan menyusun biar enak dilihat.… https://t.co/GcoUlmpDBU,-6.1803,106.8233
hartono238,Tue Aug 13 11:12:39 +0000 2019,Baru saja mengirim foto @ Jakarta  Indonesia https://t.co/uYvyRMjU8M,-6.1803,106.8233
BeritaApdet,Tue Aug 13 11:00:03 +0000 2019,100 Ibu Manfaatkan Layanan Mamografi Gratis https://t.co/XMzRh5nyZa via @BeritaJakarta https://t.co/5LdUpecAFk,-6.17537164,106.82714939
kevinkautsar1,Tue Aug 13 10:59:14 +0000 2019,Hai  ci! @ Jakarta  Indonesia https://t.co/50VYBEbm1h,-6.1803,106.8233
susiloharjo,Tue Aug 13 10:56:00 +0000 2019,Mari ramaikan event tahunan Lora Indonesia #IDLoRaCon2019 #LoRaConference2019 #IndonesiaLoRaConference #speakers… https://t.co/3xD77tJ69v,-6.1803,106.8233
CatherineRika,Tue Aug 13 10:47:41 +0000 2019,#merdeka #independenceday #jakarta #Indonesia #2019 @ Jakarta  Indonesia https://t.co/Lfb3Qvaibl,-6.1803,106.8233
Rizqiimaulanaa,Tue Aug 13 10:38:17 +0000 2019,Baru saja mengirim foto @ Jakarta  Indonesia https://t.co/EggxBTzgoh,-6.1803,106.8233
raularakaki,Tue Aug 13 10:35:07 +0000 2019,Aventura tem dessas coisas. Tomei banho neste lugar  com temperaturas abaixo de zero... e nem foi o pior banheiro q… https://t.co/0V5jdhnSpe,-6.1803,106.8233
raularakaki,Tue Aug 13 10:30:04 +0000 2019,Aventura tem dessas coisas. Tomei banho neste lugar  com temperaturas abaixo de zero... e nem foi o pior banheiro q… https://t.co/y6O7pHtNi4,-6.1803,106.8233
berylbowen,Tue Aug 13 10:25:55 +0000 2019,"Iklan Layanan Masyarakat.
Cluster 22 ""Sexual Harrasment""
https://t.co/WEfLCBaxxM
.
.
.
""You took away my worth  my… https://t.co/0Xl7vzJsbc",-6.1803,106.8233
yogasanjaya,Tue Aug 13 10:24:28 +0000 2019,"LRT Jabodetabek nantinya bakal lewat gedung Menara Saidah ya? 
Bakal ada cerita-cerita seru nih kayaknya  pada pena… https://t.co/OsAs4VnD6Y",-6.17148,106.82649
pancapetir,Tue Aug 13 10:21:12 +0000 2019,Lagu yg tercipta dr tangan dinginnya @ferdy_tahier yg khususon diciptakan utk KUETART yg kebetulan vocalistnya  GUE… https://t.co/8svb8WJJ2h,-6.1803,106.8233
illegalbento,Tue Aug 13 10:14:14 +0000 2019,"Dead Inside.

#colored #colour #pencilcolor #manualdraw #drawthisinyourstyle @ Jakarta  Indonesia https://t.co/UnvqUhkSKB",-6.1803,106.8233
berylbowen,Tue Aug 13 10:12:53 +0000 2019,"Iklan Layanan Masyarakat.
Cluster 22 
""Sexual Harrasment""
https://t.co/WEfLCBaxxM
.
.
.
""You took away my worth  my… https://t.co/H54qN7a4Tz",-6.1803,106.8233
renanggunhk,Tue Aug 13 10:11:27 +0000 2019,Relax bentar bikin ini nichhhh .... Apapun bisa dibikin sendiri secara natural. Tanpa ada campuran whitening diseti… https://t.co/I9P9PoJgar,-6.1803,106.8233
YosLumakeki,Tue Aug 13 10:07:10 +0000 2019,"""Akhir cerita Cinta"" by. kaka bung glenfredly309 

     Kali ini ngeCover No Syudipa-Syudipu alias gak Nynyi2. biar… https://t.co/pxQH9B27ae",-6.1803,106.8233
darellrunkat,Tue Aug 13 10:05:58 +0000 2019,"Don't ever let go.
•
Ibrani 10:35-36 (TB)
Sebab itu janganlah kamu melepaskan kepercayaanmu  karena besar upah yang… https://t.co/lkCoKZBRT5",-6.18719,106.84983
AnchaMr,Tue Aug 13 09:38:10 +0000 2019,#saksikanlah malam ini D'goyang Mnctv22:15#jurusnagaceria @ Jakarta  Indonesia https://t.co/v1nOYjLVFU,-6.1803,106.8233
IfonnyFoeh,Tue Aug 13 09:23:24 +0000 2019,Even if you feel like you’re all alone  don’t throw yourself away. Be at peace with the broken pieces. If the hurt… https://t.co/GYd9fcLL7K,-6.17708,106.812795
vhendrawan,Tue Aug 13 09:18:46 +0000 2019,"Undangan Upacara Bendera 17 Agustus 2019

Ketua Panitia roswinandra 
Ketum MasBos diaz.hendropriyono 

#pkpi… https://t.co/GiNlBfdKg4",-6.1803,106.8233
helmyyahya,Tue Aug 13 09:16:11 +0000 2019,Baru selesai presentasi dan sales di salah agensi iklan terbesar Indonesia  Mindshare - M Group! Alhamdulillah mend… https://t.co/sgDMeV90nV,-6.1803,106.8233
AngkieYudistia,Tue Aug 13 08:58:48 +0000 2019,Speech aku pagi ini di https://t.co/4wSGlSeH2E tentang bagaimana akupun juga berusaha keras saat sedang terpuruk se… https://t.co/Sf5jERsElu,-6.18046,106.84092
HaqueMarissa,Tue Aug 13 08:43:36 +0000 2019,Baru saja mengirim foto @ Jakarta  Indonesia https://t.co/stL3upFrx7,-6.1803,106.8233
KawasakiLovers,Tue Aug 13 08:37:49 +0000 2019,Inspirasi modifikasi KLX230 bertema Supermoto. Motor ini bisa dilihat di Kawasaki abdul Muis  buka dari hari Senin… https://t.co/Iaw3XMyzIX,-6.17376542,106.82149907
renanggunhk,Tue Aug 13 08:34:05 +0000 2019,Ini cerita perempuan-perempuan Muslim diberbagai negara yang mengalamin pelecehan seksual. Kebayang tidak sich tema… https://t.co/6GnY0knLJ5,-6.1803,106.8233
pancapetir,Tue Aug 13 08:32:12 +0000 2019,"DENGARKAN - MRPM
Arr buyungfaiz SPRM @ Jakarta  Indonesia https://t.co/goiWWtfvrX",-6.1803,106.8233
radja_band,Tue Aug 13 08:31:44 +0000 2019,Ini tanah airku  tapi juga tanah airmu 🇮🇩 Sbuah karya utk negri  dedikasi di HUT Proklamasi Kemerdekaan RI ke 74 .… https://t.co/5KBUQ69nU4,-6.1803,106.8233
AngkieYudistia,Tue Aug 13 08:30:44 +0000 2019,https://t.co/4wSGlSwhUc X @HomeCreditID_ memiliki program kerjasama yang cukup panjang untuk meningkatkan pengetahu… https://t.co/r694r8VGUp,-6.18046,106.84092
shudaiajlani,Tue Aug 13 08:27:30 +0000 2019,I'm at @EXCELSOCoffee in Jakarta Pusat  DKI Jakarta https://t.co/RjjpUtyoxs,-6.18810779,106.82312525
leonard_wahyu,Tue Aug 13 08:26:40 +0000 2019,"Momo COMPETITION Original 
Weight: 0.5 lbs
Dimensions: 10 × 11 × 12 in
Diameter: 350mm
Dish: 40mm
Spoke Color: Blac… https://t.co/sVLfFer6EE",-6.1803,106.8233
perumperindo,Tue Aug 13 08:21:49 +0000 2019,Penjajakan kerja sama antara Perum Perindo dengan Dentsu Jepang dalam bidang pemasaran produk perikanan di Gedung K… https://t.co/8kmY9t3Rvd,-6.18164401,106.82561482
andiraaas,Tue Aug 13 08:19:07 +0000 2019,Terimakasih untuk segalanya. Sedikit demi sedikit ku akan berusaha menepati janjiku. Love You Mah ♥ @ Institut Kese… https://t.co/k6UCaEOTeq,-6.18841395,106.84041241
madya_ramadhani,Tue Aug 13 08:15:48 +0000 2019,"Pendekar Syair Berdarah
Arya Dwipangga adalah kakak kandung dari Arya Kamandhanu. Awalnya Arya Dwipangga hanyalah s… https://t.co/SWUbF8EMR7",-6.1803,106.8233
lokerlink,Tue Aug 13 08:13:22 +0000 2019,"WE'RE HIRING NOW!
•
Job Vacancy : JAVA PROGRAMMER
Work Place : JAKARTA
•
•
•
Visit &amp; Join Us Now :… https://t.co/eA36LHMzFg",-6.1803,106.8233
SinniKaLOne,Tue Aug 13 08:01:24 +0000 2019,"If I have seen far it is because I have been standing on the shoulders of giants - Sir Isaac Newton
.
#gravity… https://t.co/ksgO98sEyP",-6.1803,106.8233
gathoe18,Tue Aug 13 08:00:41 +0000 2019,Pushing this for our friends at PIXERF and GOJEK INDONESIA. Take part in this photo contest that revolves around th… https://t.co/Z6cuAYlf7v,-6.17148,106.82649
gathoe18,Tue Aug 13 08:00:41 +0000 2019,Pushing this for our friends at PIXERF and GOJEK INDONESIA. Take part in this photo contest that revolves around th… https://t.co/Z6cuAYlf7v,-6.17148,106.82649
BeritaApdet,Tue Aug 13 07:59:33 +0000 2019,PPSU Rawa Bunga Disosialisasikan Pengurangan Sampah Plastik https://t.co/idnZDdY3Sa via @BeritaJakarta https://t.co/8nqiueatPa,-6.17537164,106.82714939
harbotphoto,Tue Aug 13 07:51:43 +0000 2019,Me my self &amp; I #me #myself #pose #night #nightout #nightlife #portraitphotography #portrait @ Jakarta  Indonesia https://t.co/rCJXwfPbpg,-6.1803,106.8233
andrewiredja,Tue Aug 13 07:46:30 +0000 2019,"A story from @KAN0O0O 
———————
“Hi Dari mana? Oh dari Japan.
Waa aku suka sekali japan.
Japanya dari mana? Oh dari… https://t.co/ij8exNA3Iz",-6.1803,106.8233
rendysagaz,Tue Aug 13 07:43:52 +0000 2019,"Waktu terus berjalan mengengejar yang tak pasti hanya dirimu yg kusayangi 😉😉😉

#lastpost📷 @ Jakarta  Indonesia https://t.co/OZKZ6UBHOT",-6.1803,106.8233
BayuKusmaryanto,Tue Aug 13 07:37:16 +0000 2019,"Boleh dicoba nih... 
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#aplikasiandroid… https://t.co/pbDpSvEhiS",-6.1803,106.8233
andrewiredja,Tue Aug 13 07:36:00 +0000 2019,"wiredjalove @appcelerro and @ayladimitri 
Styled by: @ramadicandra 
Brushed by: makeupbyengelinez 
Hair by:… https://t.co/A8gKcUqqcd",-6.1803,106.8233
JuloMN,Tue Aug 13 07:35:10 +0000 2019,"Chief Native Warrior
.
Illustration for sale.
Email or Dm me for Hire.
.
#warrior #native @ Jakarta  Indonesia https://t.co/o8eXjDOnUl",-6.1803,106.8233
JuloMN,Tue Aug 13 07:33:31 +0000 2019,"Fly Tshirt
.
Illustration for sale.
Email or Dm me to Hire.
.
#bird #fly #parrot #orange @ Jakarta  Indonesia https://t.co/bJ6tiVk2Fk",-6.1803,106.8233
RuthPuteri,Tue Aug 13 07:23:57 +0000 2019,"Pertama kali collab bareng #babyliam  pas di episode 17 ga nyangka bukan kebetulan.
Semoga kesaksian kami jadi berk… https://t.co/gVBYWwPRIV",-6.1803,106.8233
bayuwangsa,Tue Aug 13 07:16:06 +0000 2019,I guess we're lost in time @ Jakarta  Indonesia https://t.co/dMRDkllVkq,-6.1803,106.8233
siliusmgiawa,Tue Aug 13 07:10:02 +0000 2019,Thanks pak Agus Sutisna...semoga sehat dan sukses selalu🙏 @ Jakarta  Indonesia https://t.co/vMdbeQcd7S,-6.1803,106.8233
haritso,Tue Aug 13 07:03:43 +0000 2019,JKT48 (@ Stasiun Gambir - @kai121 in Jakarta Pusat  DKI Jakarta) https://t.co/wSBuQww3Rd https://t.co/omDVYTRKco,-6.17706746,106.83074058
andrybrew,Tue Aug 13 07:02:27 +0000 2019,Akhir akhir ini sering diajak berkunjung ke kementrian keuangan  karena merupakan salah satu kementrian yang mempun… https://t.co/3eW2Hih6fV,-6.17082862,106.83906177
JuloMN,Tue Aug 13 06:52:30 +0000 2019,"Free
.
Illustration for sale.
Email or Dm to Hire me
.
#blue #bird #free @ Jakarta  Indonesia https://t.co/q8lyPaU8Bq",-6.1803,106.8233
BenksQ,Tue Aug 13 06:51:09 +0000 2019,"Wess waya'e mangan .. 

#watchesofinstagram 
#watchoftheday 
#mobilephotography 
#phonephotography 
#photooftheday… https://t.co/rjhsjTsxER",-6.17537714,106.83686531
KodNang,Tue Aug 13 06:42:59 +0000 2019,"𝒟𝒾𝓇𝑔𝒶𝒽𝒶𝓎𝓊 𝓀𝑒 𝟩𝟦 𝓉𝒶𝒽𝓊𝓃 𝑅𝐼
#indonesiamerdeka
#republikindonesia 
#tahtamataram 
#saudaratm 
#saudaratahtamataram… https://t.co/CZyXmX2vW6",-6.1803,106.8233
harakatuna,Tue Aug 13 06:42:25 +0000 2019,"Indonesia Bukan Darul Islam Tapi Darussalam.

Nasir Abbas
Mantap Pimpinan Jamaah Islamiyah @ Jakarta  Indonesia https://t.co/QUOUTfLHxE",-6.1803,106.8233
egaviona,Tue Aug 13 06:39:54 +0000 2019,Tidak ada usaha yang mengkhianati hasil alhamdulilah ulangan hari ini nilai nya 90 semua putri kesayangan mami awen… https://t.co/RW5IQil33m,-6.16643,106.83268
adeladythomas_,Tue Aug 13 06:22:21 +0000 2019,"Sugeng Siang! 😁

#kebaya #batik #tradisional #etnik #jawa #nusantara #indonesia @ Jakarta  Indonesia https://t.co/TrbWcgE2CR",-6.1803,106.8233
BensRadio,Tue Aug 13 06:20:51 +0000 2019,"Salah satu obat anti stress yaitu menyalurkan hobi.
.
Nah kalo mimin perhatiin sekarang ini  banyak abang none yang… https://t.co/OmScegAYA7",-6.1803,106.8233
edmaditya,Tue Aug 13 06:01:27 +0000 2019,I'm at Pertamina Kwarnas in Jakarta Pusat  DKI Jakarta https://t.co/OPICCvFnFL,-6.17531736,106.83168564
edmaditya,Tue Aug 13 06:00:55 +0000 2019,I'm at RM Sago Jaya in Jakarta https://t.co/8uh0CwZnLV,-6.17608157,106.83196782
edmaditya,Tue Aug 13 06:00:44 +0000 2019,I'm at Gule Kepala Ikan Mas agus in Jakarta  DKI https://t.co/sLYpFdwKsV,-6.17611945,106.83193901
pancapetir,Tue Aug 13 05:59:47 +0000 2019,"Terima Kasih atas izin covernya mas @ade_govinda @ade_govinda KLIK LINK DIBIO
(Udh 4 thn dipost baru skg izinnya ha… https://t.co/OU3liaU303",-6.1803,106.8233
fajri_agung,Tue Aug 13 05:58:24 +0000 2019,Baru saja mengirim video @ Jakarta  Indonesia https://t.co/fXpthCX22H,-6.1803,106.8233
me_idy,Tue Aug 13 05:58:23 +0000 2019,"Hari ini sudah ada yang diet kantong plastik?

Kalo #BloggerEksis sih YES.

Kamu tau kan seberapa pentingnya geraka… https://t.co/nE3VlcxE1s",-6.1803,106.8233
meviaceRQ,Tue Aug 13 05:57:02 +0000 2019,"#Repost andhiloveraorao
• • • • • •
Konvoi Kemerdekaan dalam rangka menyemarakan HUT ke-5 Kutu Community dan HUT Re… https://t.co/seQtGf8P2y",-6.1803,106.8233
andoceria,Tue Aug 13 05:53:27 +0000 2019,"#gentleman 
#gentlemenhood 
#denim 
#denimhead 
#denimandboots 
#working 
#workingclass @ Jakarta  Indonesia https://t.co/9mc2ddfo9O",-6.1803,106.8233
makanterusss_id,Tue Aug 13 05:52:10 +0000 2019,"Selamat Siang EATers 
Roti sobeknya isinya beneran banyak dan teksturnya lembut joie.patiserrie. Mereka punya beber… https://t.co/u92hucd5qu",-6.1803,106.8233
Roiko_Purba,Tue Aug 13 05:42:49 +0000 2019,"Bou sianggian...
sehat-sehat ham da bou . @ Jakarta  Indonesia https://t.co/9uA7MbjsLY",-6.1803,106.8233
Jeff_Lengkong,Tue Aug 13 05:35:15 +0000 2019,"#Repost billboard_ina (get_repost)
・・・
@highandlowduo adalah sebuah grup duo yang dibentuk oleh Yemima Hutapea dan… https://t.co/oIfY2ney1R",-6.1803,106.8233
tofasetiyawan,Tue Aug 13 05:31:30 +0000 2019,"13-08-2019
Afternoon Universe???
💖Edisi 2nd Anniversary Wanna-One💖
Salam sapa manjah dari 🔥TRIO W🔥
PageantLovers X… https://t.co/dxRphuEU7e",-6.1803,106.8233
edmaditya,Tue Aug 13 05:27:20 +0000 2019,I'm at La-Patra Cafe https://t.co/65HK1e2KrG,-6.17247777,106.83247485
aeroradista,Tue Aug 13 05:26:46 +0000 2019,"Shawn Mendes - Imagination (cover)
.
Halooo gaes !! Here's my new cover of Shawn Mendes  hope u guys like it !! Com… https://t.co/da3RRoTEsR",-6.1803,106.8233
edmaditya,Tue Aug 13 05:26:43 +0000 2019,I'm at Kafetaria La patra https://t.co/9xtg8qbN3j,-6.17298106,106.8324979
